name,responsible_for_v,responsible_for_i,receiving_v,receiving_i,prefix_list
"P.P. Shirshov Institute of Oceanology, RAS",0,0,0,3,10.29006
P2M Invest,0,0,0,1,10.17677
PACIS - Panamerican Association for Computational Interdisciplinary Sciences,0,0,0,1,10.6062
PAGEPress Publications,3,19,14,191,10.4081__10.7343
PANORAMA Publishing House,1,0,0,1,10.33920
PE Polunina Elizareta Gennadievna,0,0,0,26,10.18008
PERSEE Program,0,536,4,568,10.3406
PHM Society,0,0,3,0,10.36001
PIAP - Industrial Research Institute for Automation and Measurements,0,0,0,1,10.14313
PNG Publications,0,0,0,1,10.5993
PNRPU Publishing House,0,0,0,13,10.15593
PPI-UKM Indonesian Student Association,0,0,0,1,10.21752
PUBVET,0,0,0,1,10.22256
Pacific Affairs,0,0,0,1,10.5509
Pacific Coast Entomological Society,1,0,0,1,10.3956
Pacific Northwest Fungi Project,0,0,0,3,10.2509
Pacific Science,0,0,0,9,10.2984
Pacific University Library,0,0,0,5,10.7710
Pacini Editore,0,0,3,0,10.14639
Paediatrica Indonesiana - Indonesian Pediatric Society,0,0,0,2,10.14238
Paediatrician Publishers LLC,2,15,0,12,10.15690
Pageant Media US,6,0,2,10,10.3905
Pakistan Journal of Agricultural Sciences,0,0,0,2,10.21162
Pakistan Journal of Botany,0,0,0,1,10.30848
Pakistan Journal of Medical Sciences,0,0,0,14,10.12669
Pakistan Journal of Pharmaceutical Research,0,0,0,1,10.22200
Pakistan Society of Nematologists,0,0,0,1,10.18681
Pakistan Veterinary Journal,0,0,15,2,10.29261
Palacky University Olomouc,7,101,0,9,10.5507
Paleontological Society,1,4,0,25,10.1666
Pamukkale Tip Dergisi,0,197,0,0,10.31362
Pamukkale Universitesi Sosyal Bilimler Enstitusu Dergisi,0,8,0,0,10.30794
Pamukkale University Journal of Business Research,1,0,0,0,10.47097
Pamukkale University Journal of Education,0,92,1,2,10.9779
Pan African Medical Journal,0,0,20,129,10.11604
Pan American Health Organization,5,1,0,0,10.26633
Pan Stanford Publishing,0,0,0,46,10.4032
Pan-Korea English Teachers Association,2,21,4,22,10.17936
Pappin Communications,0,0,0,5,10.5737
Paradigm Publishers,0,48,1,0,10.5816
"Parenteral Drug Association, Inc.",0,0,0,2,10.5731
Park University,0,0,7,0,10.46504
Participatory Educational Research (Per),0,10,0,0,10.17275
Partners in Digital Health,1,2,0,1,10.30953
Patricia Seybold Group (PSG),0,0,0,4,10.1571
Pavlov First State Medical University,0,0,1,1,10.33848
"Payam Publishing, Pvt. Lt.",0,0,0,1,10.26705
Pearblossom Private School,0,0,0,4,10.1588
Pediatric Neurology Briefs Publishers,0,5,0,0,10.15844
Pediatric Practice and Research Journal,0,2,0,0,10.21765
Peer Community In,0,11,0,0,10.24072
PeerJ,96,2027,24,155,10.7717__10.7287
Peertechz Publications Private Limited,0,0,0,4,10.17352
Peeters Publishers,0,0,0,8,10.2143
Pegem Akademi Yayincilik Egitim Danismanlik Hizmetleri,0,0,0,5,10.14527
Pen Academic Publishing,0,0,4,0,10.29329
Penerbit UTHM,0,0,0,7,10.30880
Penerbit UTM Press,0,0,2,27,10.11113
Penerbit Universiti Kebangsaan Malaysia (UKM Press),0,0,0,24,10.17576
Penerbit Universiti Sains Malaysia,0,0,0,12,10.21315
Penguin Random House Verlagsgruppe GmbH,0,0,1,0,10.14315
Penn State Press (Project Muse),0,0,0,7,10.1376
Pensoft Publishers,83,985,7,95,10.3897__10.15560
Penza State University,0,0,2,9,10.21685
People and Global Business Association,0,0,0,1,10.17549
Peoples' Friendship University of Russia,0,47,33,4,10.22363
Pereiaslav-Khmelnytskyi Hryhorii Skovoroda State Pedagogical University,0,1,0,0,10.31470
Performance Health Academy,0,0,0,1,10.25036
Performance Philosophy,3,1,0,0,10.21476
Periodica Polytechnica Budapest University of Technology and Economics,0,0,0,6,10.3311
Perm State University (PSU),0,0,1,5,10.17072
Perspectives of New Music,0,1,0,0,10.7757
Perum BULOG,0,0,0,1,10.33964
Pesticide Science Society of Japan,0,0,0,3,10.1584
"Peter Lang, International Academic Publishers",0,0,0,5,10.3726
Petra Christian University,0,0,0,12,10.9744
Petrological Society of Korea,1,1,0,0,10.7854
Petrozavodsk State University,0,0,0,4,10.15393
Peytchinski Publishing Ltd.,0,0,0,1,10.5272
Pharmaceutical Society of Japan,4,0,0,67,10.1248
"Philippine Federation of Chemistry Societies, Inc.",0,0,0,1,10.26534
Philippines Journals Online (PhilJOL),0,0,0,1,10.3860
Phoenix,0,0,0,1,10.7834
Phoenix Publishing House Ltd,0,1,0,0,10.33212
Phoenix Research Publishers,0,0,0,2,10.21839
Physical Education Lab of Chung-Ang University,0,5,0,0,10.24007
"Physical Education Pedagogues Association, Ljubuski",0,0,0,15,10.51371
Physical Education and Sport Faculty,0,0,1,20,10.7752
Physical Society of Japan,2,7,0,0,10.7566
Physical Therapy Rehabilitation Science,1,1,0,0,10.14474
"Physicians Postgraduate Press, Inc",0,0,0,5,10.4088
Physics Essays Publication,0,0,0,1,10.4006
Physiological Society of Japan,0,0,0,1,10.2170
Pion Ltd,42,12,0,257,10.1068
Pisa University Press,0,0,1,3,10.12871
PiscoMed Publishing Pte Ltd,0,0,0,3,10.18282
Places Journal,2,4,0,3,10.22269
Plant Production Institute nd. a V.Ya. Yuriev of NAAS of Ukraine,0,0,0,5,10.30835
Plant Protection Bulletin,0,10,0,1,10.16955
Plant Science Archives,0,1,0,0,10.33680
Plaza y Valdes,2,0,0,0,10.5211
Pleiades Publishing Ltd,164,1237,1,146,10.1134
Plekhanov Russian University of Economics (PRUE),0,0,0,2,10.21686
Pluto Journals,0,135,0,3,10.13169
Police Science Institute in Korean National Police University,1,2,0,0,10.35147
Policia Nacional de Colombia,0,0,1,0,10.22335
Polish Botanical Society,0,1,0,36,10.5586
Polish Geological Institute - National Research Institute (PGI-NRI),0,0,2,15,10.7306
Polish Information Processing Society PTI,0,0,0,4,10.15439
Polish Mathematical Society,0,0,0,2,10.14708
Polish Mineral Engineering Society,0,0,0,1,10.29227
Polish Pharmaceutical Society,0,0,0,1,10.32383
Polish Society for Magnesium Research,0,0,1,15,10.5601
Polish Society of Microbiologists,0,0,0,1,10.33073
Polish Society of Theoretical and Applied Mechanics,0,0,0,2,10.15632
Polish Urological Association,0,0,0,30,10.5173
Politechnika Lubelska,0,0,1,0,10.35784
Politechnika Slaska - Silesian University of Technology,0,0,0,3,10.29119
Politechnika Wroclawska Oficyna Wydawnicza,0,0,0,2,10.37190
Politecnico Colombiano Jaime Isaza Cadavid,0,1,0,0,10.33571
Politeknik Dergisi,0,28,0,44,10.2339
Politeknik Harapan Bersama Tegal,0,0,0,1,10.30591
Politeknik Kementerian Kesehatan Banjarmasin,0,0,0,1,10.31964
Politeknik Pertanian Negeri Payakumbuh,0,0,1,0,10.32530
"Polo de Capacitacion, Investigacion y Publicacion (POCAIP)",0,0,0,5,10.23857
"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)",0,8,0,10,10.4202
Polskie Naukowo-Techniczne Towarzystwo Eksploatacyjne,2,9,0,3,10.17531
Polskie Towarzystwo Biochemiczne (Polish Biochemical Society),0,0,0,11,10.18388
Polskie Towarzystwo Geologiczne - Polish Geological Society,0,0,1,2,10.14241
Polskie Towarzystwo Technologow Zywnosci Wydawnictwo Naukowe PTTZ,0,0,0,23,10.15193
Polskie Wydawnictwo Ekonomiczne S.A.,0,0,2,0,10.33226
Poltava V.G.Korolenko National Pedagogical University,0,0,0,1,10.33989
Poltekkes Kemenkes Semarang,0,0,0,1,10.31983
Ponte Academic Journal,0,0,0,3,10.21506
Pontificia Universidad Catolica de Chile,1,6,1,14,10.7764
Pontificia Universidad Catolica de Valparaiso,0,0,35,78,10.2225__10.3856__10.4151__10.5027
Pontificia Universidade Catolica de Goias -PUC Goias,0,0,0,1,10.18224
Pontificia Universidade Catolica de Minas Gerais,0,0,0,3,10.5752
Pontificia Universidade Catolica do Parana - PUCPR,0,0,0,4,10.7213
Population Council,0,0,4,0,10.31899
Portal de Periodicos UFPB,1,0,1,0,10.22478
Portland Press Ltd.,47,353,0,97,10.1042
Portland State University Library,0,0,1,2,10.15760
Portuguese Society of Electrochemistry,0,0,0,6,10.4152
"Portularia, Revista de Trabajo Social",0,1,0,0,10.5218
Positive Press,0,1,0,0,10.32044
Poznan University of Medical Sciences,0,0,5,4,10.20883
Poznan University of Technology,0,0,0,5,10.21008
Practical Action Publishing,3,0,0,25,10.3362
Practical Medicine Publishing House,0,15,0,0,10.21320
Prague University of Economics and Business,7,74,0,4,10.18267
Praise Worthy Prize,0,0,0,7,10.15866
Pravni Fakultet Sveucilista u Zagrebu (Law School of the University of Zagreb),0,0,0,1,10.3935
Press of International Journal of Ophthalmology (IJO Press),0,0,0,3,10.18240
Pretoria University Law Press,0,0,0,1,10.29053
Primakov Institute of World Economy and International Relations,0,0,0,1,10.20542
Princeton Theological Seminary Library,0,0,0,1,10.3754
Princeton University Press,0,0,0,2,10.23943
Principles and Practice of Clinical Research,0,0,0,1,10.21801
Private Company Technology Center,0,2,0,12,10.15587
"Private Enterprise, Vladislav Ivanov",0,0,0,4,10.18411
Pro Ciencia Periodicos Cientificos,0,0,0,2,10.17784
Pro Pharma Communications International,0,0,1,4,10.5639
"Pro Reitoria de Pesquisa, Pos Graduacao e Inovacao - UFF",0,0,1,7,10.22409
Proceedings of the National Academy of Sciences,102,1259,5,1943,10.1073
"Procon, Ltd.",0,0,0,1,10.11610
"Production Engineering Institute (PEI), Faculty of Mechanical Engineering",0,0,0,2,10.14743
Prof. Marin Drinov Publishing House of BAS (Bulgarian Academy of Sciences),0,0,0,1,10.7546
Professional Association of Social Workers of Madrid,0,2,0,0,10.12960
"Professional Event, LLC",22,58,20,6,10.30841
"Professioni Infermieristiche, CNAI",0,0,0,29,10.7429
Program Studi di Luar Kampus Utama (PSDKU) UNAIR di Banyuwangi,0,0,0,1,10.31093
Programa de Pos Graduacao em Arquitetura e Urbanismo,0,0,0,3,10.4237
Progress IPS,0,0,0,11,10.7813
Progress in Geography,0,0,0,3,10.18306
Progressive Science Publications,0,0,0,1,10.15192
Project Euclid,0,0,0,1,10.3792
Project Muse,3,0,51,864,10.1353
Proteomass Scientific Society,0,0,0,4,10.5584
Prous Science,0,0,27,146,10.1358
Prydniprovsk State Academy of Physical Culture and Sport,0,0,0,1,10.32540
"Psi Chi, the International Honor Society in Psychology",0,1,0,0,10.24839
Psychologia Society,0,0,0,2,10.2117
Psychology and Neuroscience,0,0,0,5,10.3922
Psychosozial Verlag,0,90,7,2,10.30820
Ptolemy Scientific Research Press,0,0,0,2,10.30538
Public Health Research Foundation,0,0,0,1,10.5058
Public Library of Science (PLoS),688,0,90,7544,10.1371
"Public Organization Association of Neurologists, Psychiatrists and Narcologists of Ukraine",1,0,0,0,10.36927
Publications Office of the European Union,0,0,38,44,10.2760__10.2779__10.2811__10.2870__10.2902__10.2766__10.2901__10.2778
Publishing Center Dialog,0,0,0,1,10.22178
Publishing Center Science and Practice,0,15,0,1,10.33619
Publishing Company World of Science LLC,0,0,0,1,10.15862
Publishing House ABV Press,3,0,0,71,10.17650
Publishing House ASV (Izdatelstvo ASV),0,0,0,7,10.22337
Publishing House Belorusskaya Nauka,2,0,0,0,10.29235
Publishing House Economic Education,0,0,0,1,10.26653
Publishing House Finance and Credit,0,0,0,1,10.24891
Publishing House Ophthalmology,0,0,0,7,10.25276
Publishing House Plastic Ltd,0,0,0,2,10.35164
Publishing House SB RAS,0,0,0,2,10.15372
Publishing House Sreda,0,28,0,2,10.31483
Publishing House Zaslavsky,2,15,2,9,10.22141
"Publishing House for Science and Technology, Vietnam Academy of Science and Technology (Publications)",0,0,0,19,10.15625
Publishing House of National Academy Agrarian Sciences of Ukraine,0,0,0,1,10.31073
Publishing House of Pharmaceutical Care and Research,0,0,0,2,10.5428
Publishing Office TRILIST,2,17,0,3,10.18370
Publishing house “Grani”,0,0,0,2,10.33287
PublishingRealTime,0,1,0,0,10.36265
Purdue University (bepress),0,0,0,22,10.7771
Purdue University Press,0,0,0,10,10.5703
Pusan National University Educational Development Institute,5,78,0,0,10.21024
"Pusat Air Tanah dan Geologi Tata Lingkungan, Badan Geologi",0,0,0,4,10.34126
Pusat Survei Geologi,0,0,0,1,10.33332
Pushpa Publishing House,0,0,0,1,10.17654
Puslatbang KDOD Lembaga Administrasi Negara,0,0,0,2,10.24258
Puslitbangkesos Kementerian Sosial RI,0,0,0,1,10.33007
Pustekkom,0,0,0,1,10.32550
QIRT Council,0,0,0,4,10.21611
Qeios Ltd,2,43,0,0,10.32388
Quanta,0,0,0,1,10.12743
Queen's University Library,0,0,0,2,10.24908
Queensland University of Technology,0,0,0,25,10.5204
Quintessence Publishing,0,0,0,61,10.11607
R and D National Institute for Agricultural and Food Industry Machinery - INMA Bucharest,0,2,0,0,10.35633
R&S - Research Studies Anatolia Journal,0,10,0,0,10.33723
"R.W. Steen Library, SFASU",14,0,0,0,10.21112
RCN Publishing Ltd.,2,0,3,37,10.7748
RE Kavetsky Institute of Experimental Pathology Oncology and Radiobiology of National Academy of Sciences of Ukraine,0,0,0,3,10.31768
RECOM (Revista de Enfermagem do Centro Oeste Mineiro),0,0,0,1,10.19175
REDE – Revista Eletronica do PRODEMA,0,0,0,1,10.22411
RFC Editor,0,0,0,4,10.17487
RGN Publications,0,0,0,6,10.26713
RMIT Publishing,0,0,0,1,10.3316
RMP Publications,0,0,0,2,10.26666
RNCSB Organization,0,0,0,3,10.5936
ROPOSTURO Romanian Association of Oral Rehabilitation and Posturotherapy,0,0,0,1,10.25241
RPO Surgical Society - Wound and Wound Infections,0,0,0,2,10.25199
RTI Press,2,1,0,7,10.3768
RTU MIREA,0,0,0,1,10.32362
RUSTEM (Russian Society for Trace Elements in Medicine),0,0,2,1,10.19112
RWS Verlag GmbH,0,2,0,0,10.15375
Radcliffe Group Ltd,1,0,22,5,10.15420
Raden Intan State Islamic University of Lampung,0,0,3,1,10.24042
Radiance Research Academy,0,0,0,1,10.31782
Radiation Research Society,6,0,0,27,10.1667
Radiological Society of North America (RSNA),17,2,3,427,10.1148
"Radiology Case Reports, University of Washington",0,0,0,11,10.2484
Raffles Connect Pte Ltd,0,0,0,1,10.24205
Railway Technical Research Institute,0,0,0,2,10.2219
Rajarambapu Institute of Technology,0,0,0,7,10.16920
Rambam Health Corporation,0,0,0,1,10.5041
Rand Corporation,0,0,1,7,10.7249
"Real Time, Ltd.",0,0,0,5,10.21516
Reaviz Medical University,0,0,1,2,10.20340
Recep Tayyip Erdogan Universitesi Ilahiyat Fakultesi Dergisi,0,50,0,0,10.32950
"Red Flower Publication Private, Ltd.",0,0,0,3,10.21088
Redakcia Zhurnala Svetotekhnika LLC,3,1,0,0,10.33383
Redfame Publishing,0,0,0,21,10.11114
Redshine Publication,0,0,12,32,10.25215
Redwhite Press,0,0,0,1,10.32698
Refaad for Studies and Research,0,0,0,1,10.31559
Regional Euro-Asian Biological Invasions Centre Oy (REABIC),0,0,0,11,10.3391
Relaciones Estudios de Historia y Sociedad,0,0,1,0,10.24901
Religious Studies,0,13,0,0,10.15745
"Remedium, Ltd.",7,0,0,2,10.21518
Res Philosophica,4,0,0,0,10.11612
Research Desk Inc,0,0,0,1,10.31038
Research Foundation of the CFA Institute,0,0,0,8,10.2470
Research Information Ltd.,0,0,0,20,10.1564
"Research Institute Centerprogamsystem, JSC",0,0,0,1,10.15827
Research Institute for Economics and Business Administration - Kobe University,0,0,0,4,10.11640
"Research Institute for Gifted and Talented Education, Soongsil University",4,10,0,0,10.34226
Research Institute for Language and Information,2,3,0,0,10.29211
"Research Institute of Brewing and Malting, Plc. (Vyzkumny Ustav Pivovarsky a Sladarsky)",0,22,0,0,10.18832
Research Institute of Curriculum and Instruction,5,16,0,0,10.24231
Research Institute of Korean Culture,1,1,0,0,10.17792
Research Institute of Korean Studies,0,2,0,0,10.17948
Research Institute of Nursing Science,0,3,0,0,10.35144
"Research Institute of Science Education, Pusan National University",3,8,0,1,10.15812
Research Institute of Social Science,0,0,6,0,10.15820
Research Institute of Veterinary Medicine,0,0,0,1,10.12729
Research Publisher Inc.,0,0,0,4,10.18281
Research Publishing Academy,0,0,0,1,10.37227
Research Publishing Services,0,52,0,49,10.3850
Research Society on Marijuana,0,1,0,0,10.26828
Research Square Platform LLC,0,0,41,42,10.21203
Research Synergy Foundation,0,0,0,1,10.31098
Research and Reviews,0,0,0,3,10.33887
"Research, Development and Innovation Agency, Ministry of Environment and Forestry",0,0,0,10,10.20886
Research-Publishing.net,7,0,0,6,10.14705
ResearchersLinks Ltd,0,0,0,20,10.17582
"Resilience Alliance, Inc.",0,0,0,12,10.5751
Resources Science,0,0,2,2,10.18402
Reversal Theory Society,0,0,1,0,10.12689
Review of International Geographical Education Online,0,21,0,0,10.33403
Revista ACTA Geografica,0,0,0,6,10.5654
Revista Acta Ambiental Catarinense,0,0,0,1,10.24021
Revista Agropecuraria Tecnica - AGROTEC,0,0,0,8,10.25066
Revista Agrotecnologia,0,0,0,2,10.12971
Revista Argentina de Cardiologia,0,0,0,5,10.7775
Revista Baiana de Enfermagem,0,0,0,3,10.18471
Revista Biota Amazonia,0,0,0,7,10.18561
Revista Brasileira de Agropecuaria Sustentavel,0,0,0,4,10.21206
Revista Brasileira de Ciencia e Mobimento,0,0,0,11,10.18511
Revista Brasileira de Ciencias Agrarias,0,0,0,5,10.5039
Revista Brasileira de Estudos Urbanos e Regionais (RBEUR),0,0,0,1,10.22296
Revista Brasileira de Fisica Medica,0,0,0,1,10.29384
Revista Brasileira de Geografia Fisica,0,0,1,4,10.26848
Revista Brasileira de Hematologia e Hemoterapia (RBHH),0,1,0,2,10.5581
Revista Brasileira de Milho e Sorgo,0,0,0,1,10.18512
Revista Brasileira de Pesquisa em Saude,0,0,0,1,10.21722
Revista Brasileira de Productos Agroindustriais,0,0,0,1,10.15871
Revista Brasileira de Seguranca Publica,0,0,0,1,10.31060
Revista Catarinense da Ciencia Contabil,0,0,0,1,10.16930
Revista Chilena de Neuropsicologia,0,0,0,5,10.5839
Revista Ciencias em Saude,1,0,0,0,10.21876
Revista Cientifica Multidisciplinar Nucleo Do Conhecimento,2,0,0,0,10.32749
Revista Cubana de Informacion en Ciencias de la Salud,0,0,0,3,10.36512
Revista DESC - Direito Economia e Sociedade Contemporanea,0,0,0,6,10.33389
Revista Direito e Acao,0,0,0,1,10.18837
Revista Dissertatio de Filosofia,0,0,0,1,10.22166
Revista Eclesiastica Brasileira,0,0,0,3,10.29386
Revista Educacao em Foco (UFJF),0,0,0,1,10.22195
Revista Eletronica Acervo Saude,0,0,0,1,10.25248
Revista Enfermagem Atual,0,0,0,1,10.31011
Revista Engenharia na Agricultura,0,1,0,0,10.13083
Revista Gestao & Conexoes (Management and Connections Journal),0,0,0,1,10.13071
Revista Gestao e Saude/NESPROM,0,0,0,1,10.18673
Revista Ibero-Americana de Estudos em Educacao,0,0,0,1,10.21723
Revista Inteligencia Competitiva,0,0,0,1,10.24883
Revista Internacional de Ciencias del Deporte (RICYDE),0,1,0,6,10.5232
Revista Latinoamericana de Investigacion en Matematica Educativa (RELIME),0,0,0,1,10.12802
Revista Mexicana de Biodiversidad,3,0,0,23,10.7550
Revista Mexicana de Ciencias Agricolas,0,0,0,1,10.29312
Revista Mexicana de Ciencias Forestales,0,0,0,1,10.29298
Revista Mexicana de Ciencias Pecuarias,0,0,0,1,10.22319
Revista Neuropsicologia Latinoamericana,0,0,0,9,10.5579
Revista Paulista de Reumatologia,4,0,0,0,10.46833
Revista Pontos de Interrogacao,0,0,0,1,10.30620
Revista Produção e Desenvolvimento,0,0,0,1,10.32358
Revista Psicologia: Teoria e Pratica,0,0,0,2,10.15348
Revista Scientia Agraria Paranaensis (SAP),0,0,0,5,10.18188
Revista Universo Contabil,0,0,0,1,10.4270
Revista de Arqueologia da SAB,0,0,0,2,10.24885
Revista de Ciencias Sociales,0,0,0,1,10.26489
"Revista de Enfermagem, UFPE Online",0,0,0,17,10.5205
Revista de Estudos Sociais,0,0,0,1,10.19093
Revista de Estudos e Pesquisas Sobre as Americas,0,0,0,1,10.21057
Revista de Gestae e Secretariado (GESEC),0,0,0,1,10.7769
"Revista de Gestao, Financas e Contabilidade",0,0,0,2,10.18028
Revista de Ingenieria,0,0,0,3,10.16924
Revista de Pesquisa em Políticas Publicas,0,0,0,1,10.18829
Riga Technical University,0,0,0,4,10.7250
Riset Perkebunan Nusantara,0,0,0,2,10.22302
River Publishers,0,0,1,3,10.13052
Rockefeller University Press,12,84,53,426,10.1083__10.1084__10.1085
